Sample	posterior	ESS(posterior)	likelihood	prior
2246000	-3949.9058847438164	466.8	-4239.686497864708	289.7806131208916
2247000	-3951.011698083792	467.1	-4240.435177516792	289.4234794329996
2248000	-3951.9505568122277	467.5	-4237.613074001433	285.6625171892057
2249000	-3944.0506699726993	467.0	-4231.583144051585	287.5324740788855
2250000	-3938.204885306845	467.4	-4234.245354582763	296.0404692759178
2251000	-3935.184402983036	467.8	-4232.459391058803	297.2749880757671
2252000	-3948.421682009268	468.1	-4233.985844880353	285.56416287108533
2253000	-3965.0490091476086	468.8	-4239.135696106433	274.0866869588242
2254000	-3968.4938849440114	469.3	-4240.476061548049	271.9821766040377
2255000	-3948.7550555818034	469.4	-4245.713886063684	296.95883048188074
2256000	-3949.950028550725	469.5	-4234.973576701211	285.0235481504856
2257000	-3946.806863836761	469.7	-4230.817986503832	284.0111226670712
2258000	-3924.0808452372457	471.6	-4228.88444976934	304.8036045320942
2259000	-3930.0749278772173	471.6	-4233.623795431882	303.548867554665
2260000	-3921.6089942645212	472.9	-4231.271663376342	309.6626691118207
2261000	-3949.5814890539864	473.2	-4236.477522743231	286.8960336892445
2262000	-3949.863974523019	473.5	-4243.169429430046	293.30545490702707
2263000	-3936.7669248398543	473.9	-4234.7238292628135	297.9569044229595
2264000	-3936.6310208892364	474.2	-4234.572376122258	297.9413552330217
2265000	-3940.171847807525	474.5	-4242.397795851979	302.22594804445407
2266000	-3937.692703692887	474.6	-4234.330652240246	296.63794854735926
2267000	-3926.802662252604	474.3	-4231.672570028997	304.8699077763932
2268000	-3948.9910078889407	474.9	-4234.729359516387	285.7383516274465
2269000	-3944.4517869897354	474.3	-4233.732739709628	289.28095271989224
2270000	-3948.1611413172154	474.8	-4231.933495794676	283.7723544774602
2271000	-3962.1851397514547	476.4	-4240.40737232316	278.22223257170594
2272000	-3964.1629512650234	477.7	-4237.528509502869	273.3655582378458
2273000	-3965.5726915016257	478.4	-4241.000838011984	275.4281465103586
2274000	-3947.452424031034	478.5	-4242.447848383348	294.99542435231456
2275000	-3949.5628386267063	478.7	-4245.804143388592	296.2413047618858
2276000	-3950.0884447633257	478.8	-4236.074658271616	285.9862135082899
2277000	-3937.8094327421636	479.4	-4231.0478704224	293.2384376802362
2278000	-3944.3091683415387	479.6	-4237.894246716153	293.58507837461434
2279000	-3953.9167738567594	479.3	-4232.009856264237	278.0930824074775
2280000	-3944.265245124119	479.6	-4234.080220261498	289.8149751373791
2281000	-3927.0667857098642	481.4	-4226.741836042757	299.6750503328932
2282000	-3928.2328280031957	482.8	-4234.214191328012	305.9813633248163
2283000	-3948.553492652323	483.0	-4228.38740742712	279.8339147747969
2284000	-3951.6622404355635	483.1	-4231.343716262494	279.68147582693047
2285000	-3957.229510649838	483.4	-4243.76642112955	286.53691047971137
2286000	-3934.618432565419	483.8	-4238.637515641756	304.01908307633704
2287000	-3929.6746603271617	484.3	-4231.395847160577	301.72118683341586
2288000	-3939.653817535184	484.4	-4240.0469808631215	300.39316332793743
2289000	-3950.646165660695	484.6	-4247.212412181238	296.5662465205428
2290000	-3955.8408573121164	485.3	-4244.392734965854	288.551877653738
2291000	-3942.343397969008	485.5	-4235.4339549535825	293.09055698457473
2292000	-3935.0716442067687	485.6	-4234.260736158219	299.18909195145005
2293000	-3950.098730664853	486.1	-4236.0569879029135	285.95825723806064
2294000	-3946.20930907611	486.3	-4236.846517213855	290.6372081377447
2295000	-3942.0409046361265	486.6	-4226.3655455084445	284.3246408723181
2296000	-3945.449744184761	486.8	-4237.731610130698	292.28186594593654
2297000	-3941.6301174184573	487.1	-4237.769155337167	296.13903791870985
2298000	-3959.287011970549	487.9	-4240.562825275348	281.2758133047988
2299000	-3946.054080090225	487.9	-4240.571055086866	294.51697499664107
2300000	-3937.69444368893	488.3	-4234.100841857855	296.40639816892485
2301000	-3953.8459305634087	488.6	-4240.217237391349	286.3713068279405
2302000	-3960.786485292189	488.9	-4243.580442082553	282.7939567903644
2303000	-3972.2507080630994	489.6	-4244.209674983417	271.9589669203179
2304000	-3961.420852166283	489.4	-4235.581537647945	274.1606854816619
2305000	-3940.794548418398	489.9	-4233.871840801476	293.07729238307775
2306000	-3953.004422405753	489.7	-4236.299636665037	283.2952142592842
2307000	-3935.8121175764873	490.7	-4232.77127512095	296.95915754446287
2308000	-3942.8144919521487	491.0	-4240.562962639799	297.7484706876498
2309000	-3945.7747821301255	490.5	-4236.358316686514	290.5835345563881
2310000	-3939.2851818733443	491.1	-4233.553059761988	294.2678778886438
2311000	-3954.237206854794	491.0	-4241.544828011706	287.3076211569124
2312000	-3959.564351738795	490.8	-4236.712178700344	277.1478269615494
2313000	-3949.5381290368146	490.7	-4237.167734199638	287.62960516282385
2314000	-3939.892044653212	491.3	-4240.131572695427	300.23952804221494
2315000	-3943.3283182971995	491.6	-4238.457320190192	295.12900189299256
2316000	-3942.343691901293	491.9	-4236.011309028023	293.6676171267298
2317000	-3941.669717718672	492.2	-4236.515717842262	294.8460001235902
2318000	-3946.8739142065006	492.4	-4237.827743773082	290.9538295665818
2319000	-3934.333207571323	492.1	-4239.967677411988	305.6344698406653
2320000	-3939.5198363282207	492.4	-4234.299676293909	294.77983996568855
2321000	-3939.414669179626	492.6	-4240.581192231187	301.16652305156094
2322000	-3943.697592818417	492.9	-4235.83135228585	292.1337594674329
2323000	-3931.2636154753714	493.4	-4232.682036955292	301.4184214799202
2324000	-3963.04472236909	494.4	-4235.320459493544	272.2757371244544
2325000	-3939.5859517249974	494.6	-4239.88944696275	300.3034952377528
2326000	-3941.926316904158	494.8	-4247.28061208984	305.35429518568236
2327000	-3938.7689754123153	494.9	-4241.880554925695	303.1115795133796
2328000	-3956.4857871853396	495.7	-4243.19915000183	286.7133628164907
2329000	-3950.5667090094594	495.3	-4240.619099735853	290.0523907263934
2330000	-3950.1347157818877	495.7	-4243.163232499977	293.0285167180897
2331000	-3959.2208385138147	496.3	-4235.848233537582	276.6273950237673
2332000	-3955.8691650796227	496.5	-4242.730777691455	286.8616126118323
2333000	-3979.742424213583	497.4	-4245.703209946733	265.96078573315003
2334000	-3966.090054462851	496.9	-4235.669545073717	269.5794906108656
2335000	-3955.84168038875	496.4	-4232.450750329866	276.60906994111673
2336000	-3945.7346549146296	496.5	-4227.58452538516	281.84987047053085
2337000	-3928.9309317915086	498.5	-4235.436091990125	306.50516019861607
2338000	-3946.497555407927	498.6	-4238.863289567145	292.36573415921856
2339000	-3933.732456524456	499.7	-4236.475024018923	302.7425674944671
2340000	-3952.249264164675	499.4	-4233.095316674554	280.8460525098788
2341000	-3947.357546826872	499.5	-4235.759817814936	288.4022709880637
2342000	-3941.9006460126034	499.9	-4240.8785041279325	298.9778581153291
2343000	-3934.2628969785	501.0	-4242.410916470736	308.1480194922362
2344000	-3942.6449979606396	501.3	-4235.532003582744	292.8870056221048
2345000	-3925.325277653877	502.8	-4232.141739081922	306.81646142804533
2346000	-3950.0695641014668	503.1	-4231.601348467146	281.5317843656789
2347000	-3935.912755158909	503.2	-4225.81518337131	289.902428212401
2348000	-3956.0241681483544	504.2	-4228.21179144919	272.18762330083575
2349000	-3946.831925933991	504.3	-4228.888150737562	282.0562248035706
2350000	-3952.1102297075704	504.8	-4234.509377027136	282.39914731956543
2351000	-3937.366201935487	505.0	-4232.2736203392105	294.90741840372357
2352000	-3933.416048148267	505.3	-4231.598655972731	298.18260782446407
2353000	-3940.323962932823	505.4	-4233.322905305502	292.9989423726789
2354000	-3937.1912501432594	505.5	-4235.398991121406	298.2077409781465
2355000	-3952.4395292791464	506.1	-4230.837443485107	278.3979142059604
2356000	-3950.9977338935405	506.6	-4236.308540344368	285.31080645082795
2357000	-3951.959365753916	507.0	-4241.072608471953	289.11324271803676
2358000	-3958.1095204246753	507.4	-4238.292901636463	280.183381211788
2359000	-3941.4047866215583	507.5	-4233.00206950238	291.59728288082204
2360000	-3948.327186364917	507.7	-4236.010990236793	287.68380387187625
2361000	-3924.8943890521323	508.7	-4230.513130432659	305.6187413805262
2362000	-3922.901934684715	509.5	-4230.861679280644	307.95974459592924
2363000	-3931.189776868661	509.6	-4229.49864788112	298.3088710124588
2364000	-3943.7502564443616	509.8	-4231.472924228681	287.72266778431975
2365000	-3938.1092982023342	509.9	-4244.382504497676	306.2732062953416
2366000	-3932.616598158252	510.0	-4233.329242851979	300.7126446937269
2367000	-3943.9710283359564	510.2	-4232.430817086561	288.45978875060405
2368000	-3954.426333221801	511.0	-4245.022369890752	290.59603666895094
2369000	-3941.2885778319132	511.2	-4235.114622699474	293.82604486756105
2370000	-3941.554789107922	511.3	-4234.224038614497	292.669249506575
2371000	-3941.125817599661	511.3	-4236.47513416145	295.34931656178946
2372000	-3942.99027393041	511.5	-4234.579573155284	291.5892992248745
2373000	-3941.5223480866207	511.5	-4234.582001336714	293.05965325009305
2374000	-3956.9907761833683	512.7	-4235.3068552536415	278.3160790702732
2375000	-3952.373518844317	513.2	-4232.676556325224	280.3030374809069
2376000	-3964.112463347024	514.0	-4240.315617765422	276.2031544183979
2377000	-3949.61484184689	514.2	-4232.9791996730655	283.36435782617536
2378000	-3934.8315245467575	514.8	-4233.711347812912	298.8798232661546
2379000	-3934.9755243239833	515.4	-4232.5685663513395	297.5930420273562
2380000	-3952.548047754847	515.6	-4234.487703202229	281.93965544738154
2381000	-3933.2931426006453	516.2	-4223.795329137116	290.5021865364707
2382000	-3954.245065226545	516.5	-4230.3872759911	276.14221076455465
2383000	-3933.910904796412	517.1	-4225.25358414673	291.34267935031767
2384000	-3939.29807693867	517.5	-4232.350094169063	293.05201723039283
2385000	-3947.013510177007	517.7	-4238.786855900185	291.7733457231786
2386000	-3943.8434616098803	517.9	-4232.294559373199	288.4510977633191
2387000	-3946.0812121158933	518.2	-4226.625734432356	280.5445223164627
2388000	-3944.051208816846	518.4	-4227.827790346206	283.77658152935976
2389000	-3924.364989199269	518.4	-4226.424752407654	302.0597632083846
2390000	-3919.482474374249	518.5	-4226.996416556991	307.51394218274226
2391000	-3942.8214639342664	518.7	-4226.401953923565	283.5804899892988
2392000	-3941.5922086370815	518.8	-4225.640874975857	284.0486663387751
2393000	-3946.8711149446185	519.1	-4227.901840896921	281.03072595230276
2394000	-3955.4098404666106	520.1	-4232.061011520328	276.6511710537173
2395000	-3944.889430006049	520.3	-4232.103392392931	287.2139623868814
2396000	-3938.1118767820703	520.4	-4230.793121656133	292.6812448740623
2397000	-3945.6237540821176	520.7	-4237.92354435813	292.29979027601263
2398000	-3931.321030191588	520.7	-4228.883947812292	297.5629176207039
2399000	-3952.1630267001783	520.8	-4234.621294636727	282.4582679365485
2400000	-3933.8740191272295	520.7	-4230.350724766254	296.4767056390242
2401000	-3935.4061766795735	520.6	-4218.5873478614585	283.18117118188513
2402000	-3924.18641992539	520.5	-4229.3428822319065	305.15646230651663
2403000	-3946.7361073751968	520.9	-4229.943431451993	283.2073240767964
2404000	-3944.2972721454066	521.1	-4223.331830578934	279.0345584335278
2405000	-3952.5019892836463	521.7	-4228.5510983760605	276.04910909241426
2406000	-3945.2019153644014	521.9	-4227.3518270528775	282.14991168847587
2407000	-3962.1456384908965	523.3	-4233.062282710628	270.9166442197317
2408000	-3938.172094115258	523.4	-4237.472066908968	299.29997279371025
2409000	-3950.3020827665196	523.0	-4234.321235330943	284.0191525644231
2410000	-3948.4971972131216	523.4	-4234.614936827165	286.1177396140439
2411000	-3932.334861779076	523.8	-4222.830479239502	290.4956174604259
2412000	-3931.2564002027593	524.0	-4220.9041773944955	289.64777719173594
2413000	-3942.313082341161	524.2	-4228.5297289448245	286.2166466036635
2414000	-3916.8418081889527	525.1	-4227.49184994926	310.6500417603068
2415000	-3916.447552017679	525.9	-4229.666910913947	313.2193588962677
2416000	-3950.6345766335603	526.5	-4239.050143262585	288.4155666290247
2417000	-3951.303091119399	527.1	-4232.689622948347	281.38653182894836
2418000	-3949.845781875679	527.6	-4234.373112650547	284.5273307748681
2419000	-3950.324657405293	527.9	-4244.863610823167	294.53895341787404
2420000	-3954.7236286255243	528.8	-4240.064279964114	285.3406513385893
2421000	-3952.3689920908873	529.5	-4229.288089439684	276.9190973487967
2422000	-3944.1849857774864	529.7	-4233.087770161394	288.90278438390703
2423000	-3932.797727273881	529.7	-4228.417850881762	295.62012360788157
2424000	-3932.40262293906	529.7	-4221.323459449606	288.9208365105461
2425000	-3941.3603669097824	529.8	-4223.134206980209	281.7738400704261
2426000	-3936.873656659192	529.8	-4222.963399447379	286.089742788187
2427000	-3926.812306167988	530.2	-4228.260880328276	301.4485741602875
2428000	-3949.8682875950003	530.5	-4223.0571827285985	273.188895133598
2429000	-3950.2245626477106	530.8	-4232.530090677646	282.3055280299348
2430000	-3948.92409076696	531.1	-4228.5984487850865	279.67435801812627
2431000	-3939.781711305221	531.3	-4232.195116637239	292.4134053320182
2432000	-3928.0095562699757	531.6	-4223.574042063204	295.56448579322813
2433000	-3937.4174023683154	531.6	-4229.5711760433705	292.153773675055
2434000	-3910.970924087845	531.4	-4214.864679315455	303.89375522760963
2435000	-3936.780602290431	531.0	-4217.250115648336	280.4695133579048
2436000	-3960.1853684442062	533.0	-4214.731159152233	254.54579070802689
2437000	-3952.9266468581545	533.8	-4217.226148692555	264.29950183440064
2438000	-3935.848948857823	533.7	-4213.346367850196	277.4974189923729
2439000	-3959.2174533751027	534.6	-4225.752567086649	266.53511371154616
2440000	-3959.4219550793423	535.5	-4230.460836519388	271.0388814400458
2441000	-3951.4433112608867	535.9	-4221.257189624269	269.81387836338195
2442000	-3956.425861198777	536.5	-4223.199328743815	266.77346754503816
2443000	-3946.289742712819	536.8	-4222.857500943591	276.56775823077174
2444000	-3965.349438281043	537.6	-4234.870099267694	269.52066098665085
2445000	-3940.7675250406087	538.0	-4237.432364678319	296.66483963771014
2446000	-3940.6724947018865	538.4	-4230.94959827056	290.27710356867397
2447000	-3949.0007880691855	538.4	-4230.181948180773	281.1811601115876
2448000	-3925.9814892575673	540.6	-4232.051292108093	306.06980285052515
2449000	-3932.6026669176727	541.4	-4230.906534909149	298.3038679914762
2450000	-3938.8836614865463	541.9	-4233.6013719098055	294.717710423259
2451000	-3910.9871631295796	544.7	-4225.145750216998	314.1585870874181
2452000	-3932.22786840904	545.0	-4226.179632225054	293.9517638160136
2453000	-3953.4137888071577	545.7	-4220.768574662956	267.35478585579796
2454000	-3966.9520564603267	547.6	-4236.682171849865	269.7301153895384
2455000	-3954.77596878369	548.3	-4229.030925036343	274.2549562526533
2456000	-3966.746932487128	549.7	-4238.157988166744	271.411055679616
2457000	-3950.7615595176703	550.2	-4236.62637687989	285.8648173622194
2458000	-3940.101178771446	550.4	-4227.0675612641535	286.9663824927073
2459000	-3940.6040061510143	550.6	-4231.823084710403	291.21907855938883
2460000	-3943.100188076849	550.8	-4232.979199176018	289.8790110991685
2461000	-3932.4232377153357	551.2	-4223.522999732226	291.09976201689
2462000	-3934.1925443889804	551.6	-4231.651936263149	297.4593918741682
2463000	-3956.205567388309	552.1	-4239.387930947511	283.18236355920214
2464000	-3944.8484359200215	552.4	-4231.975656285945	287.1272203659231
2465000	-3949.0754241269983	552.4	-4232.178802800573	283.10337867357475
2466000	-3965.6913790491244	552.4	-4239.034760038389	273.343380989265
2467000	-3945.400095687046	552.6	-4235.762606923928	290.36251123688163
2468000	-3949.940413521998	552.7	-4236.858796111163	286.9183825891656
2469000	-3953.6461038049733	552.8	-4235.1486165822	281.50251277722657
2470000	-3967.2938132605145	553.3	-4231.200470046474	263.9066567859594
2471000	-3951.2499983019843	553.4	-4232.939677480567	281.68967917858294
2472000	-3952.0747310716038	553.3	-4243.907856459493	291.83312538788925
2473000	-3949.744798684339	553.2	-4239.374083861764	289.6292851774253
2474000	-3974.7883128434114	552.4	-4244.707375154178	269.9190623107669
2475000	-3958.9741421715216	551.2	-4231.035171038547	272.06102886702496
2476000	-3960.389735490463	549.9	-4232.376522811601	271.98678732113797
2477000	-3944.1303209873513	550.2	-4227.46060556597	283.3302845786186
2478000	-3942.4220730446564	550.8	-4231.840283617127	289.4182105724708
2479000	-3943.7602999294822	550.9	-4231.602856002886	287.84255607340384
2480000	-3938.2379889832346	551.9	-4233.0469976558725	294.80900867263784
2481000	-3924.6179723249957	554.6	-4237.07279527876	312.4548229537644
2482000	-3947.1595059734977	554.7	-4231.463432271178	284.3039262976802
2483000	-3944.922192466793	554.9	-4223.672036865207	278.7498443984136
2484000	-3965.615480628138	554.9	-4231.333196128101	265.71771549996305
2485000	-3955.8122499425335	554.7	-4233.158777608281	277.3465276657472
2486000	-3944.177184709333	555.0	-4228.334786961909	284.1576022525763
2487000	-3952.6073899012385	555.0	-4226.0203152518525	273.41292535061393
2488000	-3948.8010707451567	555.2	-4216.177519272006	267.3764485268496
2489000	-3947.8624290091498	555.2	-4224.890031018898	277.0276020097487
2490000	-3938.75779479071	555.6	-4225.07773618942	286.31994139871006
2491000	-3914.966493260092	557.6	-4230.3808912945	315.4143980344073
2492000	-3914.0098637750743	558.8	-4232.023356301497	318.0134925264226
2493000	-3929.9026100310443	558.9	-4232.047086305785	302.1444762747409
2494000	-3952.039705553991	559.4	-4239.623341243274	287.58363568928286
2495000	-3927.9608100371865	559.7	-4237.811143050966	309.85033301377945
2496000	-3926.2109445584233	559.6	-4231.312110422296	305.1011658638733
2497000	-3936.8126696052673	559.4	-4219.700077130632	282.8874075253649
2498000	-3948.052241546881	560.0	-4227.907070718121	279.85482917124017
2499000	-3918.375678169934	558.5	-4226.128164027067	307.7524858571334
2500000	-3939.175908461902	558.2	-4233.218342850723	294.04243438882133
2501000	-3930.934648437443	556.9	-4224.523831337972	293.58918290052935
2502000	-3938.2224723794025	556.2	-4225.834346771491	287.61187439208874
2503000	-3932.1782651678773	554.9	-4238.876759635764	306.6984944678867
2504000	-3932.645990435917	553.8	-4223.732487238924	291.08649680300636
2505000	-3950.166371500976	554.7	-4234.657797983361	284.4914264823851
2506000	-3939.2345875265028	554.5	-4238.767068341043	299.53248081454035
2507000	-3948.2262966773615	555.2	-4244.3230689763095	296.09677229894794
2508000	-3931.3826619757574	554.5	-4241.0734536752925	309.6907916995353
2509000	-3946.0694544170947	554.6	-4239.755346198124	293.68589178102974
2510000	-3952.659004445799	555.6	-4248.9188067973955	296.25980235159636
2511000	-3940.1714998397747	555.5	-4238.043729188319	297.8722293485443
2512000	-3945.5630239465427	555.8	-4234.869413913225	289.3063899666824
2513000	-3933.2893649529	555.8	-4231.297466493835	298.0081015409348
2514000	-3929.944282374018	555.7	-4224.849988863905	294.90570648988745
2515000	-3935.981651624346	555.6	-4235.20188683014	299.2202352057945
2516000	-3930.626397558369	555.5	-4230.247430306603	299.6210327482341
2517000	-3942.180305723611	555.7	-4232.6954199544225	290.51511423081143
2518000	-3951.3916400818525	556.4	-4240.4837428597175	289.092102777865
2519000	-3967.17580641152	558.1	-4245.0269078996025	277.8511014880826
2520000	-3960.9277084516125	559.1	-4237.737931548644	276.8102230970316
2521000	-3949.142189272072	559.4	-4241.844683385923	292.7024941138518
2522000	-3943.825955702669	559.6	-4245.783973995126	301.9580182924571
2523000	-3955.661733538703	560.1	-4240.131666540284	284.4699330015806
2524000	-3933.9063156124794	560.6	-4238.687159546791	304.7808439343118
2525000	-3949.4701775879557	560.9	-4236.365345603567	286.89516801561143
2526000	-3960.9449721091523	561.3	-4239.686205992935	278.7412338837828
2527000	-3959.3462377808582	561.2	-4242.2935783947905	282.9473406139324
2528000	-3949.3422920900066	561.2	-4241.261268270958	291.91897618095123
2529000	-3975.8514794320927	559.9	-4244.186984012533	268.33550458043993
2530000	-3956.2944348410874	559.0	-4245.80645620743	289.5120213663423
2531000	-3956.8650020283917	558.0	-4237.666737762447	280.8017357340555
2532000	-3954.7701907747687	557.3	-4238.752073870049	283.98188309528007
2533000	-3963.764784109167	556.2	-4238.210185899421	274.4454017902541
2534000	-3946.7311761510546	556.2	-4243.664772128231	296.9335959771761
2535000	-3941.7538366190356	556.8	-4231.797402444417	290.04356582538105
2536000	-3949.636050690144	556.5	-4233.8738158536935	284.2377651635494
2537000	-3937.674859514953	557.6	-4234.616427252954	296.9415677380012
2538000	-3940.9070723173754	558.3	-4222.064332144055	281.1572598266793
2539000	-3963.376879428801	557.1	-4234.547218839044	271.170339410243
2540000	-3961.6557634920905	556.1	-4238.042766524607	276.3870030325164
2541000	-3974.9721206359286	554.5	-4241.097307965684	266.1251873297557
2542000	-3976.907951758914	553.0	-4241.649086552678	264.7411347937645
2543000	-3957.2671690262805	552.0	-4237.275398929034	280.0082299027536
2544000	-3950.9533883989548	551.5	-4231.574909060799	280.62152066184416
2545000	-3950.2462301033124	551.1	-4230.58110545862	280.3348753553076
2546000	-3952.2250381991203	550.7	-4240.896592917994	288.6715547188739
2547000	-3937.6386544075845	551.7	-4241.976050105825	304.3373956982409
2548000	-3945.4782375903583	551.9	-4236.083025795079	290.6047882047211
2549000	-3954.430345400978	550.8	-4231.5737036244755	277.1433582234977
2550000	-3936.2680380330676	552.1	-4233.624790966765	297.356752933698
2551000	-3939.0972131745466	553.0	-4226.917686761593	287.82047358704693
2552000	-3949.3943140028846	552.8	-4228.676477277782	279.2821632748979
2553000	-3951.368901346961	552.6	-4233.451503949057	282.08260260209596
2554000	-3939.273435054534	553.2	-4224.335353580457	285.0619185259235
2555000	-3946.9214552507146	553.4	-4231.6485154246575	284.7270601739427
2556000	-3950.545264887142	553.6	-4237.515088724822	286.9698238376799
2557000	-3917.922350757336	555.2	-4229.180145338654	311.2577945813184
2558000	-3931.5571158994107	555.5	-4229.735694186206	298.1785782867957
2559000	-3965.1068705234457	556.4	-4237.258599570276	272.1517290468301
2560000	-3941.132093958838	556.7	-4228.659499655157	287.5274056963187
2561000	-3930.5618535476856	557.0	-4228.497177291984	297.93532374429867
2562000	-3924.9828996697656	557.2	-4226.708071425096	301.7251717553303
2563000	-3921.194204812875	557.2	-4224.677815831906	303.4836110190309
2564000	-3923.913076520517	556.8	-4229.163191727082	305.2501152065658
2565000	-3949.58223325838	557.5	-4233.654017501267	284.07178424288696
2566000	-3952.0746183411693	558.4	-4231.900857919158	279.8262395779883
2567000	-3941.930088661852	558.5	-4229.385674202143	287.4555855402904
2568000	-3945.637642060215	558.8	-4231.203690440452	285.56604838023696
2569000	-3956.5408616707196	557.7	-4237.433138283119	280.89227661239914
2570000	-3948.933422134578	558.1	-4232.6792609291615	283.74583879458345
2571000	-3924.618287107984	558.3	-4227.026594111927	302.408307003943
2572000	-3935.2105051192916	558.1	-4229.217455972766	294.0069508534749
2573000	-3919.926117950678	557.4	-4226.229499194823	306.3033812441449
2574000	-3937.259533061366	557.1	-4229.9173910157815	292.6578579544156
2575000	-3946.3761408510645	557.5	-4227.634343430586	281.25820257952205
2576000	-3949.457077843199	558.0	-4231.339015097505	281.8819372543058
2577000	-3939.8032453691208	558.2	-4227.2922489147495	287.4890035456288
2578000	-3939.7450265846715	558.3	-4233.264980531611	293.51995394694006
2579000	-3970.1821190470673	560.0	-4244.263249637523	274.0811305904556
2580000	-3946.283140032618	560.2	-4239.180691309371	292.89755127675255
2581000	-3954.400977482903	560.8	-4237.998467206916	283.5974897240128
2582000	-3960.1530102522897	561.7	-4236.671851327209	276.51884107491935
2583000	-3955.476559914837	562.2	-4240.215305936616	284.7387460217789
2584000	-3958.381758776551	562.5	-4236.973016986984	278.5912582104325
2585000	-3942.8397146513485	562.8	-4230.641871947692	287.80215729634375
2586000	-3942.4760553603587	563.2	-4233.149718921233	290.6736635608744
2587000	-3944.3854258697	563.4	-4239.62019521814	295.23476934843984
2588000	-3940.925051210693	563.9	-4238.288080646364	297.3630294356709
2589000	-3949.5454766022235	564.7	-4236.696529893529	287.15105329130574
2590000	-3950.8402963851267	564.6	-4245.03668898709	294.1963926019636
2591000	-3939.8293888382336	565.2	-4243.58215762453	303.7527687862961
2592000	-3932.8027716225806	566.2	-4234.343447300153	301.54067567757215
2593000	-3943.431074082253	566.4	-4235.156997284432	291.72592320217876
2594000	-3937.147876261063	566.9	-4239.32809204327	302.1802157822065
2595000	-3939.9185857961347	567.2	-4233.985816861647	294.0672310655125
2596000	-3947.2978800943924	567.5	-4242.956167998587	295.6582879041948
2597000	-3932.8091174209303	567.7	-4235.362448492244	302.55333107131366
2598000	-3942.267896289653	567.9	-4237.416399350708	295.1485030610551
2599000	-3933.129960141575	567.7	-4237.391423660875	304.26146351930026
2600000	-3939.267815103052	567.8	-4239.145955185189	299.87814008213746
2601000	-3948.8978390653215	568.3	-4228.174727070884	279.2768880055623
2602000	-3952.3493205354066	568.9	-4233.396588152643	281.0472676172362
2603000	-3935.0518193023254	568.9	-4234.779114753161	299.72729545083536
2604000	-3942.4161026901793	569.0	-4232.309697359781	289.8935946696017
2605000	-3956.2339659090903	569.9	-4230.402193190865	274.16822728177436
2606000	-3940.18154006895	570.1	-4233.968380915801	293.78684084685096
2607000	-3927.3029572917494	570.3	-4227.981186184776	300.67822889302624
2608000	-3927.872885477973	570.4	-4221.334403206538	293.4615177285651
2609000	-3962.250951598659	572.4	-4238.014223941001	275.7632723423415
2610000	-3970.0621235925155	574.2	-4241.329938232493	271.2678146399777
2611000	-3952.196197816848	574.5	-4222.364094811744	270.16789699489567
2612000	-3954.800786011944	574.7	-4221.234584270805	266.4337982588605
2613000	-3952.9449135253763	574.8	-4232.869512428854	279.9245989034778
2614000	-3936.0433718193926	575.4	-4219.72157882455	283.6782070051576
2615000	-3959.243217173232	575.7	-4230.662990305176	271.4197731319443
2616000	-3938.5900443547034	576.2	-4229.210007746618	290.6199633919151
2617000	-3942.237249951438	576.6	-4239.543280754386	297.30603080294753
2618000	-3950.806461630747	576.7	-4236.225503466269	285.4190418355225
2619000	-3944.855450733632	577.3	-4230.891002947092	286.0355522134595
2620000	-3947.54415814633	577.4	-4235.055814446605	287.5116563002746
2621000	-3951.235500737036	577.2	-4236.300221077081	285.0647203400451
2622000	-3949.1892035617266	577.2	-4227.220321376012	278.0311178142857
2623000	-3942.1359637539226	577.6	-4232.640217110608	290.5042533566859
2624000	-3929.7138102744275	578.6	-4230.970885970025	301.25707569559745
2625000	-3934.6655478544526	579.1	-4231.9275906933835	297.2620428389307
2626000	-3929.7826756107315	579.5	-4232.258563829766	302.47588821903463
2627000	-3929.9133987861956	579.9	-4224.914432946481	295.00103416028514
2628000	-3935.718507295321	579.9	-4228.015901360606	292.2973940652851
2629000	-3944.6126061975046	579.8	-4232.6059395800585	287.993333382554
2630000	-3932.33991681417	579.7	-4243.386949757701	311.04703294353055
2631000	-3969.4408434212937	582.3	-4244.393867433072	274.9530240117782
2632000	-3936.122262063962	582.3	-4237.652201710455	301.5299396464935
2633000	-3953.6112066182104	583.1	-4234.74478452226	281.1335779040494
2634000	-3941.575739300184	583.2	-4228.714807674366	287.1390683741818
2635000	-3933.6906604470014	583.1	-4224.913818024003	291.22315757700187
2636000	-3934.355857222882	582.9	-4232.280237054307	297.9243798314245
2637000	-3954.7713849527827	583.8	-4230.841384600729	276.069999647946
2638000	-3943.111625260281	584.0	-4237.363738909341	294.25211364906005
2639000	-3943.533353847766	584.6	-4232.551322875292	289.01796902752517
2640000	-3937.1487055205685	584.8	-4225.898539952534	288.7498344319653
2641000	-3936.2323261622573	585.1	-4226.482239564481	290.24991340222306
2642000	-3964.018022662386	586.2	-4223.930433644067	259.9124109816814
2643000	-3936.0865947981465	586.7	-4224.410604159037	288.3240093608903
2644000	-3955.569673452489	587.3	-4219.704020020639	264.1343465681505
2645000	-3980.8037835878595	589.4	-4232.87469766621	252.0709140783502
2646000	-3977.2117241237393	590.4	-4223.34669044052	246.13496631678137
2647000	-3959.3732105483496	590.1	-4221.066809448004	261.6935988996549
2648000	-3939.929860734393	590.8	-4218.703728570991	278.77386783659824
