Sample	posterior	ESS(posterior)	likelihood	prior
143000	-3958.7753751140094	5.8	-4232.90421079604	274.128835682031
144000	-3953.420812008807	5.9	-4231.641558248671	278.22074623986356
145000	-3936.7314017922104	5.9	-4233.190096688017	296.45869489580633
146000	-3950.094413875726	5.9	-4238.4415920709025	288.34717819517647
147000	-3941.2596613047017	6.0	-4234.2149024863365	292.9552411816351
148000	-3950.774646014489	6.0	-4238.174452869483	287.39980685499364
149000	-3933.5476793123826	6.1	-4228.262424058561	294.71474474617867
150000	-3937.600181093837	6.2	-4229.688144701505	292.0879636076677
151000	-3919.5200689272483	6.2	-4226.903462563412	307.38339363616376
152000	-3949.439313818616	6.2	-4219.13965994987	269.7003461312541
153000	-3941.8221759784615	6.3	-4221.494633410572	279.67245743211004
154000	-3946.4725984322367	6.3	-4225.3024350141	278.8298365818638
155000	-3938.899186560757	6.4	-4219.598995142175	280.69980858141844
156000	-3946.4038708467137	6.4	-4220.927547004148	274.52367615743475
157000	-3961.4349095216685	6.5	-4230.89477804137	269.45986851970173
158000	-3949.6798889004613	6.5	-4222.1785443510635	272.49865545060226
159000	-3928.727106009303	6.6	-4223.49121046179	294.76410445248666
160000	-3931.012962688812	6.6	-4220.927301764527	289.9143390757155
161000	-3945.3491844850555	6.7	-4223.2401536019925	277.8909691169371
162000	-3940.8717509698345	6.7	-4224.55982507239	283.688074102555
163000	-3934.703742221612	6.8	-4220.523272889241	285.8195306676284
164000	-3918.1476997260875	6.8	-4220.832109631283	302.68440990519565
165000	-3947.8235011677493	6.9	-4224.298776409123	276.4752752413738
166000	-3933.5210972180143	6.9	-4219.516684738886	285.9955875208719
167000	-3942.003389425341	6.9	-4222.259308745456	280.2559193201149
168000	-3965.4222517455596	7.0	-4229.815669182985	264.3934174374259
169000	-3946.647886075508	7.0	-4225.163112545717	278.51522647020926
170000	-3942.1603426852153	7.0	-4236.781465421737	294.6211227365218
171000	-3984.594142533075	7.1	-4235.272999938683	250.67885740560794
172000	-3976.5816854940913	7.1	-4237.055294147772	260.47360865368034
173000	-3957.665600154639	7.2	-4227.419556228168	269.75395607352965
174000	-3948.3452127987075	7.2	-4227.923977602477	279.5787648037692
175000	-3942.7240599707548	7.2	-4220.975315962031	278.2512559912766
176000	-3944.9139839820623	7.3	-4229.332651993159	284.4186680110964
177000	-3954.8177482315405	7.3	-4232.876549760626	278.0588015290858
178000	-3951.940320087412	7.4	-4232.509401734817	280.56908164740514
179000	-3950.448196866743	7.2	-4241.734206244588	291.28600937784483
180000	-3957.3902045435925	7.3	-4236.296572045496	278.9063675019031
181000	-3951.0801044115888	7.3	-4236.732555529463	285.6524511178739
182000	-3955.475276726564	7.3	-4235.418682577386	279.94340585082193
183000	-3935.2656512288013	7.4	-4237.479581371758	302.21393014295694
184000	-3942.195006456557	7.4	-4241.33051889242	299.13551243586255
185000	-3948.6655666118613	7.5	-4237.8728591427225	289.2072925308614
186000	-3937.1475302677354	7.5	-4235.941470059878	298.79393979214274
187000	-3943.169763321324	7.6	-4237.970605044086	294.8008417227626
188000	-3952.6867131650733	7.6	-4235.128445330948	282.4417321658748
189000	-3943.859681990167	7.1	-4229.208627878127	285.34894588796027
190000	-3939.090028023602	7.2	-4227.730806141608	288.640778118006
191000	-3940.482043694933	7.2	-4242.385548747413	301.90350505247983
192000	-3945.0245829960445	7.3	-4239.420510002639	294.3959270065947
193000	-3927.726334722256	7.3	-4231.589233719645	303.86289899738836
194000	-3944.952954015799	7.4	-4227.734791312832	282.7818372970333
195000	-3917.9798075012222	7.4	-4228.892193798918	310.9123862976957
196000	-3918.1543555571648	7.5	-4231.494499376391	313.3401438192264
197000	-3934.042603961485	7.5	-4232.042972984297	298.0003690228123
198000	-3930.795669719651	7.5	-4226.977543382519	296.1818736628679
199000	-3937.0053826695294	6.9	-4231.484691952486	294.4793092829567
200000	-3945.9831472441324	6.9	-4241.687221327618	295.7040740834861
201000	-3947.1382504190083	7.0	-4236.612073464384	289.47382304537524
202000	-3945.193195704848	7.0	-4234.762875439123	289.56967973427425
203000	-3945.414526530646	7.0	-4231.5737175314	286.1591910007536
204000	-3939.142551389953	7.1	-4225.628588413113	286.48603702316
205000	-3944.5558401742855	7.1	-4234.060151272884	289.5043110985979
206000	-3933.613784331533	7.1	-4237.92104831991	304.3072639883771
207000	-3943.7143348050004	7.2	-4248.621999180848	304.90766437584784
208000	-3930.0400960437755	7.2	-4235.175322841551	305.1352267977752
209000	-3946.124618190755	7.2	-4235.142237109433	289.0176189186783
210000	-3934.722997629353	7.2	-4228.966563914937	294.2435662855841
211000	-3930.827869611165	7.3	-4229.905744833338	299.0778752221727
212000	-3936.919396032098	7.3	-4228.702381971783	291.7829859396852
213000	-3946.2659467303147	7.3	-4230.245739788666	283.9797930583508
214000	-3931.8077457301333	7.4	-4228.501981028449	296.6942352983159
215000	-3941.161652172355	7.4	-4233.752690688162	292.5910385158073
216000	-3950.737695959909	7.4	-4230.274008436357	279.5363124764478
217000	-3940.423431635143	7.5	-4228.134734426181	287.71130279103835
218000	-3938.4821892161312	7.5	-4224.343677235863	285.8614880197314
219000	-3947.1466533397775	7.6	-4228.889246438719	281.74259309894154
220000	-3942.2715220593414	7.7	-4235.983137345708	293.71161528636685
221000	-3940.5999108289116	7.7	-4231.7333585338865	291.13344770497497
222000	-3944.0985009578694	7.7	-4238.724929570523	294.6264286126538
223000	-3950.395942344868	7.8	-4241.953983493118	291.55804114825
224000	-3936.588093099978	7.8	-4241.821017123614	305.2329240236365
225000	-3935.9684617818416	7.8	-4235.171916984185	299.2034552023437
226000	-3928.51206992032	7.9	-4229.5259594603185	301.01388953999856
227000	-3931.9510417808174	7.9	-4237.034189275398	305.0831474945803
228000	-3931.575594391883	7.9	-4227.287954379372	295.7123599874892
229000	-3956.795182150258	8.2	-4236.287872689891	279.4926905396329
230000	-3929.643920764202	8.2	-4234.264998448772	304.62107768456957
231000	-3941.738166490687	8.2	-4230.838839692046	289.1006732013592
232000	-3924.528762913387	8.3	-4229.949624167365	305.4208612539781
233000	-3942.0348544529097	8.3	-4233.656777014786	291.62192256187586
234000	-3937.056373620621	8.3	-4238.486350028254	301.42997640763264
235000	-3945.8608613765323	8.4	-4230.901326384746	285.04046500821414
236000	-3944.3748452166874	8.4	-4231.880929908266	287.50608469157874
237000	-3955.6665501901525	8.4	-4226.149114508732	270.48256431857936
238000	-3920.482830481018	8.5	-4228.515154053071	308.0323235720527
239000	-3926.284477087193	8.7	-4228.583908132719	302.29943104552666
240000	-3936.554557090094	8.7	-4231.7135650704395	295.15900798034534
241000	-3934.2459069155275	8.8	-4234.305107118791	300.0592002032638
242000	-3943.5216041415965	8.8	-4238.1690680753945	294.6474639337979
243000	-3954.7709298651607	8.8	-4236.58845891969	281.81752905452953
244000	-3934.691287997623	8.9	-4222.594112994057	287.9028249964335
245000	-3956.7508024903213	8.9	-4223.706575403225	266.9557729129031
246000	-3928.2537656420095	9.0	-4227.146557287847	298.8927916458375
247000	-3930.970076698155	9.0	-4227.427206556406	296.4571298582512
248000	-3937.405467708984	9.0	-4234.329705699578	296.9242379905941
249000	-3945.3068470521816	9.4	-4232.598003028383	287.29115597620086
250000	-3942.4709955258277	9.4	-4226.697273175617	284.2262776497892
251000	-3942.1316750075403	9.4	-4223.33105128534	281.1993762778002
252000	-3940.1973799502216	9.5	-4226.486947116231	286.2895671660094
253000	-3957.634099273767	9.5	-4228.672242790677	271.0381435169104
254000	-3944.856682914513	9.5	-4228.874135912575	284.017452998062
255000	-3965.739695847746	9.6	-4232.302150635548	266.56245478780187
256000	-3965.9203897800908	9.6	-4233.8801461433495	267.95975636325875
257000	-3956.08628844396	9.7	-4226.978905195476	270.8926167515161
258000	-3974.878718913962	9.7	-4247.065713116619	272.18699420265693
259000	-3950.7600910406054	10.1	-4230.039699495454	279.2796084548488
260000	-3959.1753106858155	10.2	-4234.075426831019	274.9001161452038
261000	-3945.7985824845864	10.2	-4235.923488107468	290.12490562288156
262000	-3937.5567275013573	10.3	-4231.407090911526	293.85036341016905
263000	-3955.7396839825597	10.3	-4236.470197556114	280.73051357355405
264000	-3955.120771365507	10.4	-4237.8924421534575	282.77167078795054
265000	-3944.1744194918933	10.4	-4236.086976588489	291.91255709659583
266000	-3945.400906364868	10.4	-4234.127235679929	288.7263293150607
267000	-3953.1323126322477	10.5	-4233.315273839629	280.1829612073814
268000	-3957.8804662668044	10.5	-4227.228821376854	269.3483551100496
269000	-3963.897368614961	11.0	-4233.902515720511	270.0051471055496
270000	-3945.4054488853385	11.0	-4236.393051243873	290.9876023585344
271000	-3969.2189174157534	11.1	-4242.577184158526	273.3582667427721
272000	-3973.2204130947875	11.1	-4240.84952179517	267.6291087003831
273000	-3959.0853568402745	11.2	-4232.188130808012	273.10277396773756
274000	-3950.2372145471354	11.2	-4236.720516509454	286.4833019623185
275000	-3944.72094801489	11.3	-4225.229437213815	280.50848919892513
276000	-3966.1220859443283	11.3	-4239.539894156938	273.41780821261017
277000	-3962.2483687499894	11.4	-4243.042708192373	280.7943394423832
278000	-3937.21915940624	11.4	-4232.535073474989	295.315914068749
279000	-3944.268450704959	12.0	-4233.228984885507	288.960534180548
280000	-3948.3487218561313	12.0	-4231.170778710052	282.822056853921
281000	-3938.6046524366056	12.1	-4230.712028016509	292.1073755799036
282000	-3941.0065213294138	12.2	-4227.467694992128	286.461173662714
283000	-3948.0423593856176	12.2	-4230.115794629035	282.0734352434176
284000	-3932.3366223566513	12.3	-4240.423781819825	308.08715946317403
285000	-3943.0849334825243	12.3	-4236.525716839091	293.44078335656627
286000	-3951.2590214326387	12.4	-4240.398060422477	289.13903898983824
287000	-3957.9074567255516	12.4	-4234.434071544675	276.52661481912344
288000	-3957.241277724607	12.5	-4236.812975752469	279.57169802786274
289000	-3938.910989903391	13.1	-4238.5988462228015	299.68785631941034
290000	-3925.1797908791254	13.2	-4235.118075228484	309.93828434935824
291000	-3943.2955413964737	13.3	-4241.650033486039	298.3544920895655
292000	-3947.357774834021	13.3	-4240.502060153626	293.14428531960544
293000	-3948.0466130569957	13.4	-4239.778246388903	291.7316333319077
294000	-3951.6357545813403	13.4	-4238.966365998998	287.33061141765796
295000	-3957.9416784401506	13.5	-4246.323610758487	288.38193231833657
296000	-3938.9684373916275	13.6	-4231.36985831223	292.4014209206021
297000	-3933.438558316132	13.6	-4230.694487760498	297.2559294443663
298000	-3946.4304846152622	13.7	-4231.1316146558465	284.7011300405844
299000	-3953.7519529165875	14.3	-4238.234737928424	284.4827850118365
300000	-3949.1288807639116	14.3	-4233.32079145737	284.1919106934587
301000	-3946.3207803555956	14.4	-4232.117208313741	285.79642795814516
302000	-3962.2528976611593	14.4	-4232.493355753765	270.2404580926061
303000	-3947.5280625262308	14.5	-4228.296761676319	280.76869915008825
304000	-3960.217850681532	14.5	-4236.412621727156	276.19477104562395
305000	-3940.225956755152	14.6	-4230.383041080675	290.157084325523
306000	-3942.92885312154	14.7	-4226.888853753144	283.9600006316037
307000	-3951.146467618933	14.7	-4234.323653348618	283.17718572968505
308000	-3935.2030516936006	14.8	-4225.94489463376	290.74184294015913
309000	-3934.283270986553	15.7	-4225.591099765488	291.3078287789352
310000	-3939.5217053044958	15.8	-4229.092433877573	289.57072857307713
311000	-3945.3736598127753	15.8	-4236.345378539801	290.9717187270252
312000	-3954.9831580967752	15.9	-4241.520303195624	286.53714509884924
313000	-3945.545232567419	15.9	-4233.6000191419325	288.0547865745134
314000	-3951.4306150522993	16.0	-4233.82811155833	282.3974965060309
315000	-3955.0301681480446	16.0	-4232.513537813088	277.48336966504354
316000	-3938.3627104534166	16.1	-4227.764358007607	289.4016475541908
317000	-3955.4233065858484	16.2	-4232.344045306699	276.92073872085024
318000	-3929.0190835169533	16.2	-4224.0740196562665	295.0549361393133
319000	-3949.2408423344914	17.2	-4230.502533419928	281.2616910854365
320000	-3952.385771574688	17.3	-4234.993401777075	282.60763020238653
321000	-3954.4258794102807	17.3	-4238.474506519175	284.04862710889415
322000	-3967.743436925648	17.4	-4232.770714945484	265.0272780198354
323000	-3949.3910117813557	17.5	-4234.778236590736	285.38722480938037
324000	-3965.2818658412125	17.5	-4237.771326231595	272.48946039038225
325000	-3945.9487923838415	17.6	-4234.1304505916605	288.181658207819
326000	-3951.3199247290095	17.7	-4231.736382777553	280.416458048544
327000	-3965.20627890752	17.7	-4234.121594507197	268.9153155996774
328000	-3941.035775359417	17.8	-4228.9915208771445	287.9557455177273
329000	-3942.8212347569815	18.9	-4233.649830236039	290.82859547905736
330000	-3932.7765725223358	19.0	-4227.088480411107	294.3119078887716
331000	-3922.30201697217	19.2	-4233.4079243445585	311.1059073723888
332000	-3922.252890360558	19.3	-4235.66218547451	313.4092951139521
333000	-3931.824458085366	19.4	-4229.700426827713	297.8759687423473
334000	-3941.001525090699	19.5	-4232.634353497142	291.6328284064431
335000	-3943.5436469637752	19.5	-4237.502700565283	293.95905360150743
336000	-3954.7753947517313	19.6	-4240.958160667112	286.1827659153804
337000	-3952.649113383386	19.7	-4241.522588924318	288.87347554093236
338000	-3963.1018981646394	19.7	-4241.706547310969	278.6046491463295
339000	-3953.774611755556	21.1	-4248.7823320075795	295.0077202520235
340000	-3949.1261502661955	21.2	-4242.274997129863	293.14884686366725
341000	-3941.054260182508	21.2	-4234.675802192984	293.62154201047565
342000	-3942.554964271352	21.3	-4228.654274334937	286.0993100635851
343000	-3936.901441208521	21.4	-4238.627497167836	301.72605595931446
344000	-3950.0843909095697	21.5	-4233.525397541634	283.4410066320646
345000	-3945.640054586746	21.5	-4236.121635814843	290.4815812280971
346000	-3954.4719254130396	21.6	-4236.656397501411	282.18447208837205
347000	-3933.7541601188614	21.7	-4222.489397749285	288.7352376304232
348000	-3921.3192163762333	21.8	-4225.853334794263	304.5341184180297
349000	-3923.4314709857476	23.5	-4224.316480817127	300.8850098313792
350000	-3932.337351401272	23.6	-4222.8738450248475	290.5364936235755
351000	-3938.1380086780428	23.7	-4224.2338600250705	286.09585134702786
352000	-3948.4901506828514	23.7	-4228.031921384091	279.54177070123984
353000	-3934.2291808509376	23.8	-4229.927237013937	295.69805616299925
354000	-3937.44030276161	23.9	-4226.213021001176	288.7727182395654
355000	-3942.754781875206	23.9	-4228.194390599415	285.43960872420877
356000	-3941.3145982598385	24.0	-4230.111863178959	288.7972649191203
357000	-3941.4486109612094	24.1	-4226.935166699792	285.4865557385823
358000	-3935.734770553737	24.1	-4225.691409993314	289.9566394395769
359000	-3931.5802546251766	25.9	-4229.425585545915	297.84533092073843
360000	-3936.0717382696407	26.0	-4230.184117191238	294.11237892159744
361000	-3958.6311514859626	26.1	-4232.1803843565585	273.549232870596
362000	-3947.839761966486	26.2	-4233.415979664331	285.57621769784475
363000	-3952.6756712290685	26.3	-4233.337567076604	280.661895847535
364000	-3944.8756047501215	26.4	-4239.997278658924	295.1216739088026
365000	-3948.4664648770995	26.4	-4235.2488891426565	286.7824242655569
366000	-3946.0119100154507	26.5	-4234.043447656036	288.031537640585
367000	-3928.644976706232	26.6	-4223.3381974109025	294.69322070467064
368000	-3932.8947301222074	26.7	-4223.877351361799	290.98262123959137
369000	-3934.1309159356115	28.8	-4229.926501835212	295.7955858996004
370000	-3936.494616213969	28.9	-4229.884197014373	293.38958080040396
371000	-3959.1707828267517	29.0	-4234.847088350264	275.67630552351255
372000	-3953.3971084560158	29.1	-4235.381575633527	281.98446717751136
373000	-3959.439318295307	29.3	-4230.86861498534	271.42929669003286
374000	-3944.135119485709	29.4	-4229.505993680391	285.3708741946822
375000	-3920.5135529569234	29.4	-4222.2530192566255	301.73946629970226
376000	-3927.57225707662	29.5	-4223.710213039205	296.13795596258456
377000	-3948.8786832616547	29.6	-4232.3180194518945	283.43933619023966
378000	-3934.1093017987414	29.3	-4230.168884025162	296.0595822264203
379000	-3924.9920225923856	31.8	-4218.680580042296	293.6885574499106
380000	-3947.1769825914675	31.9	-4224.136265657488	276.9592830660209
381000	-3943.700997498056	32.0	-4226.228363525117	282.5273660270611
382000	-3940.1827521029822	32.0	-4229.420203263951	289.23745116096933
383000	-3943.741552040802	32.1	-4230.209854840525	286.46830279972244
384000	-3948.5220573447154	32.2	-4235.036656530173	286.51459918545726
385000	-3940.2149056327703	32.2	-4242.045221009648	301.8303153768779
386000	-3937.026366741482	32.3	-4234.653076427972	297.6267096864906
387000	-3947.8956952157664	32.3	-4233.661938445711	285.7662432299443
388000	-3938.31903111547	32.4	-4229.778664134254	291.45963301878385
389000	-3944.644779625297	36.5	-4234.708683638935	290.06390401363836
390000	-3951.075611741147	36.6	-4237.010315129353	285.9347033882065
391000	-3957.0562862256443	36.8	-4244.908682308934	287.8523960832894
392000	-3946.965222520683	36.9	-4242.692662501733	295.7274399810503
393000	-3943.9235289952408	37.0	-4233.62246964584	289.69894065059947
394000	-3951.5856948211604	37.1	-4234.420676462378	282.83498164121744
395000	-3956.8213111984546	37.2	-4237.138058152931	280.31674695447646
396000	-3937.2255150610436	37.3	-4230.625171918072	293.39965685702816
397000	-3942.90114350051	37.4	-4227.658307512726	284.7571640122164
398000	-3935.129912067961	37.5	-4222.612734598571	287.48282253060955
399000	-3933.3577608966225	41.3	-4224.132735647439	290.7749747508168
400000	-3937.858104813919	41.4	-4228.504291669165	290.64618685524556
401000	-3942.7374731030523	41.5	-4232.58512529008	289.8476521870279
402000	-3948.6174338963406	41.6	-4234.543003153075	285.9255692567345
403000	-3963.341328100701	41.8	-4237.088731129121	273.7474030284198
404000	-3950.028602846416	41.9	-4237.014985161583	286.98638231516725
405000	-3943.135133916367	42.0	-4235.941780552864	292.8066466364968
406000	-3939.005683534764	42.2	-4226.419903779231	287.41422024446723
407000	-3940.022294580985	42.3	-4229.7966267363545	289.77433215536934
408000	-3928.661607453232	42.5	-4225.651483905043	296.9898764518109
409000	-3951.9737594529956	46.7	-4237.997322986304	286.0235635333086
410000	-3938.7231805246133	46.9	-4229.932607864816	291.20942734020326
411000	-3920.8852126484812	47.2	-4235.028070046948	314.14285739846713
412000	-3943.1491884767347	47.3	-4230.336539077373	287.18735060063864
413000	-3937.529511346058	47.4	-4238.041053890204	300.51154254414655
414000	-3971.0025710797563	47.9	-4239.309487606116	268.3069165263598
